model_family,model_file,gen_type,image_type,positive_prompt,negative_prompt,loras,lora_count,width,height,steps,sampler,scheduler,seed
flux,flux1-dev.safetensors,t2i,NSFW,"TammyMilfFlux The cinematic photograph of a nude woman riding a horse through a grassy field. The woman has long hair that is blowing in the wind. She is sitting on the back of a white horse, facing to the right. The horse is running, with its front legs lifted off the ground and its back legs extended behind it. The horse's mane is blowing in the wind, and its tail is flowing behind it. The background of the image is dark, suggesting that it was taken at night or in a shaded area. There are some trees visible in the distance, but they are not clearly defined due to the darkness. The overall atmosphere of the image is one of freedom and joy. The woman appears to be enjoying the ride, and the horse seems to be moving with a sense of abandon. The image conveys a sense of exhilaration and connection between the woman and the horse, as they move together through the landscape.,",,family\tammy_RD.safetensors@1.2,1,896,1152,30,euler,beta,731499283302278
flux,flux1-dev.safetensors,t2i,NSFW,"TammyMilfFlux cumshot, exposing her breasts, nipples, facial",,family\tammy_RD.safetensors@1.2; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,784536111210287
flux,flux1-dev.safetensors,t2i,NSFW,TammyMilfFlux straddling him while he performs oral sex on her. he is licking her vagina. the woman's breasts are medium and perky,,family\tammy_RD.safetensors@1.2; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,893289673090083
flux,flux1-dev.safetensors,t2i,NSFW,"little-xenia. A young woman stands in a spacious, softly lit art studio, working intently on a life-sized charcoal mural of herself sketched directly onto a textured plaster wall. She naked, her bare feet dusted with charcoal and paint specks. Her long, loosely tied brunette hair falls over one shoulder as she studies the proportions of her self-portrait—an expressive, full-body figure rendered in dark, sketch is of herself naked, confident lines and shadowed contours. One hand holds a thick charcoal stick, the other lightly brushes the wall to blend shading. The studio is full of artistic character: large windows filter in natural afternoon light, casting shadows across wooden floorboards scattered with sketches, crumpled paper, and paint-splattered drop cloths. Nearby, an old easel holds a rough concept sketch, and a rolling cart overflows with art supplies—brushes, graphite, kneaded erasers, fixative spray. A faint dust haze hangs in the air. The scent of paper, wood, and charcoal is almost tangible. In the corner, a standing mirror reflects both her and her nearly complete charcoal figure, capturing the surreal effect of the artist facing her own likeness. The entire space is alive with realism—fine detail in the wall’s texture, smudge marks on her arms, the grain of the mural, and soft rays of sunlight cutting through the air, all rendered with cinematic clarity and immersive realism.",,letos_r1.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,535459483821301
flux,flux1-dev.safetensors,t2i,NSFW,"little-xenia. Blue Collar Worship, woman (low-rise coveralls, no shirt), ass protruding from car engine bay, oil-streaked cheeks catching garage fluorescents, wrench POV angle, Pentax 67II, 105mm f/2.4, in the style of 70s pinup calendars, perfect detailed face, perfect detailed eyes, perfect hands, perfect feet, natural anatomy",,letos_r1.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,893196005437470
flux,flux1-dev.safetensors,t2i,NSFW,"little-xenia. BREATHTAKING realistic 16K RAW photograph OF A BEAUTIFUL blonde TOPLESS 21-year-old woman with TOTALLY NAKED BREASTS and with pixie cut blonde hair, she is SKIING in Swiss Alps, she is wearing bright yellow and blue ski pants and ski helmet with mirrored goggles, she has gorgeous attractive beautiful phenomenal BIG voluptuous TOTALLY NAKED BREASTS with large areolas, realistic skin texture with natural skin imperfections and tiny freckles, the photo captures the FEELINGS OF JOY and DESIRE FOR LOVE, St. Moritz ski resort in the background, photorealism with intricate details, professional visual composition, deep focus, sophisticated color grading, award-winning erotic explicit nsfw photograph",,letos_r1.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,523330337923768
flux,flux1-dev.safetensors,t2i,NSFW,"little-xenia. This image captures a figure standing against a backdrop of a clear blue sky,with the sun casting a warm glow on the scene. The individual is adorned in a striking,ornate costume that resembles a blend of human and floral elements., The costume is primarily in shades of peach and pink,with a translucent,fabric-like texture that catches the light,giving it a shimmering quality. It is embellished with intricate beadwork and sequins,creating a sparkling contrast against the soft fabric., The costume features a bodice with a fitted design,adorned with detailed patterns that seem to mimic the natural forms of petals and leaves. The sleeves are voluminous and ruffled,cascading down the arms in a fluid motion., Around the neck,the figure wears a choker-style accessory that complements the costume's aesthetic,with its simple yet elegant design., The figure's hair is styled in a modern,edgy manner,with vibrant pink tones that stand out against the natural tones of the costume., The overall effect is one of ethereal beauty,as the figure seems to embody a fusion of human elegance and natural grace,as if they have stepped out of a dream or a fantasy world., The setting appears to be outdoors,with the figure standing on what looks like a beach or a sandy terrain,with the calm sea visible in the distance,completing this picturesque scene.",,letos_r1.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,169728599123614
flux,flux1-dev.safetensors,t2i,NSFW,"little-xenia. Inside a barn, with walls made of planks, which let the light through, a 25-year-old woman with pale, porcelain-colored skin, very long, platinum blonde hair, and bangs that fall around her face. She has a small nose and blue eyes. She is lying on her back, completely naked, on hay, her body is partially covered by hay. She is very swaying, she has one hand behind her head. She wears a little orange/corail string that covers her pussy. It is very hot, the light is warm, the colors are predominantly yellow, orange. Next to her is an orange/coral summer dress that she has visibly taken off. She is sweating, her skin is damp, covered with drops of sweat. The photograph is taken from above. Photo taken with a Hasselblad H6D-100C at f/11. The rule of thirds places the eyes at the upper intersection points. Spectacular beauty, unearthly quality, soft light, shallow depth of field, high detail, dynamic composition, cinematic shot, film grain, balanced shadows, harmonious colors, emotional depth, symbolic meaning, innovative props and costumes, timeless elegance, modern themes, iconic images, unforgettable moment, captivating beauty, striking impact, thought-provoking, artistic vision, masterful execution.",,letos_r1.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,101913437287105
flux,flux1-dev.safetensors,t2i,NSFW,"little-xenia. thousands of ((fireflies) ) fill the air around her, in the foreground and background and cast their bright light on her naked body (((swirly bokeh) ) backlit foggy, godrays coming through the trees behind her, the sun is setting on a foggy morning fine art color photograph capturing a beautiful  , in a very sensual and sexy pose, her back is to the camera and she is looking back over her shoulder, She stands barefoot with her legs (((crossed) )) amidst a clearing in the forest that is full of colorful flowers Shes got a full sleeve of Japanese style tattoos. and a simple thin leather choker, Her gaze is directed straight at the viewer. The soft, diffused backlighting shines through her long wavy messy hair and highlights the contours of her figure and gives the image a dynamic and sexy quality, enhancing the texture of the image and adding depth. The image is shot with a Leica M10 and a Helios-44 58mm f/2 lens f2. 0 lens stopped down to F2. 8, with deep rich tones and lovely highlights, , with warm backlighting, allowing the viewer to focus on her sensual expression.",,letos_r1.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,802718342954001
flux,flux1-dev.safetensors,t2i,NSFW,"little-xenia. Generate a highly photorealistic image, strictly avoiding animated style, depicting an exquisitely beautiful woman with no clothes, with stunning features: elegant willow-like eyebrows, thick eyelashes covering fully closed almond-shaped eyes, slender nose like carved jade, small lips like cherry blossoms, harmonious face, with faint melancholy between brows. Her skin is flawless porcelain, body tall, legs long and graceful. She is completely suspended in the exact center of an enormous transparent cylindrical tank dominating the scene, filled with transparent blue liquid and tiny bubbles, with no support, strongly conveying a weightless floating effect. Her long hair is fully spread out, freely swaying in the liquid with distinct strands. Her body is extremely tightly curled in a fetal position, forming a compact ball: legs fully bent, thighs pressed against abdomen, tops of knees against chest with tips near chin, shins parallel to body\u2019s midline, ankles touching hips; arms encircle shins from outside, hands clasped tightly behind calves near ankles, ten fingers interlocked securely, elbows pressed against body sides; head fully tilted forward, chin against sternum, cheeks pressed against inner knees, forehead directly touching knee tops, spine tightly rounded to ensure a compact, ball-like shape. Sand and corol on the bottom of the tank, salt water fish swim in the tank around her.  The scene is soft, mysterious, with strong melancholy and sci-fi aesthetic.",,letos_r1.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,444186000992526
flux,flux1-dev.safetensors,t2i,NSFW,"little-xenia. Hyperrealistic, hiking Scene. It Is Hot And Sunny. She is on a beach at Flowerpot island, lake huron, ontario.  Walking on the beach looking out into the bay.  , saggy breasts, open shirt, no bra",,letos_r1.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,624295846945589
flux,flux1-dev.safetensors,t2i,NSFW,"little-xenia. Backyard Scene. She Is Standing In The Rain.  Her Hair Is Wet. She Is Leaning Against A Wooden Fence. Her Body Is Drenched With Water. She Has A Big Smile. Her Face Is Wet. Her Legs Are Bent Apart. Her Robe Is White And Sheer From The Rain. Her Robe Is Open And Untied.. Her Breasts Are Showing. She Has light Pink Nipples.  Her midriff is showing, shaved pussy.  barefoot",,letos_r1.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,1076004746683752
flux,flux1-dev.safetensors,t2i,NSFW,"little-xenia. full body, seductive smile, long messy hair, open shirt, no bra, tight jeans, leather belt, breasts exposed, nipples exposed and hosting a presentation. The room has bright lighting. She has large boobs. Behind her is a blackboard A visually engaging flux-themed image featuring a blackboard in the background. The blackboard should have a slightly worn chalky texture, giving it an authentic classroom feel. On the blackboard, four different lines of text should appear in random locations, written in white chalk handwriting: 'I'm your teacher for the day', 'How to TITTY FUCK your woman', 'I'm your CUMSLUT today, Boys', and 'for nudes: pornhub.com/little-xenia/sucks '. The placement of each phrase should be scattered naturally, some slightly tilted, as if written casually by hand. The overall lighting should be warm and slightly moody, evoking a nostalgic classroom setting.",,letos_r1.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,629288761821612
flux,flux1-dev.safetensors,t2i,NSFW,"farrah, beautiful woman. breasts",,Farrah.safetensors@1,1,896,1152,30,euler,beta,1042643030435363
flux,flux1-dev.safetensors,t2i,NSFW,"farrah, mole on breast, choker, piercing",,Farrah.safetensors@1,1,896,1152,30,euler,beta,492840680255365
flux,flux1-dev.safetensors,t2i,NSFW,"farrah, naked, walking on a beach barefoot, hot sunny day",,Farrah.safetensors@1,1,896,1152,30,euler,beta,249386583689870
flux,flux1-dev.safetensors,t2i,NSFW,"farrah, A Powerful And Confident Dominatrix Stands In A Dimly Lit Room, Exuding Authority. She Is Dressed In A Tight, Black Leather Corset, Thigh-High Boots, And Long Gloves. Her Breasts Are Exposed. Her Posture Is Assertive, With One Hand On Her Hip And The Other Holding A Coiled Whip. The Room Is Decorated With Gothic Elements: Heavy, Dark Curtains, A Wooden Chair With Restraints, And Various Implements Of Bondage Hanging On The Walls. The Lighting Casts Dramatic Shadows",,Farrah.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,625585751763594
flux,flux1-dev.safetensors,t2i,NSFW,"farrah, with wide hips and thick thighs (brownish:1.2) messy:0. 9) hair is totally (naked:1.1) on a snowy street full of people looking at her, sunny day UHD. , best possible quality, God rays (volumetric:1.1) light, her (hair:1.1) is (flowing:1.1) in the (wind:1.1)  a subtle smile and sexy pose wearing a trench coat and black choker necklace.  She is holding the trench coat open exposing her naked body. The scene is shot with (Kodakportra800:1.1) (filmgrain:1.1) (Analogcamera:1.1) (85mm:1.1) (carlzeiss:1.1) (planar@f2:1.1), clear background images",,Farrah.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,779484702627364
flux,flux1-dev.safetensors,t2i,NSFW,"farrah, Generate a highly photorealistic image, strictly avoiding animated style, depicting an exquisitely beautiful woman with no clothes, with stunning features: elegant willow-like eyebrows, thick eyelashes covering fully closed almond-shaped eyes, slender nose like carved jade, small lips like cherry blossoms, harmonious face, with faint melancholy between brows. Her skin is flawless porcelain, body tall, legs long and graceful. She is completely suspended in the exact center of an enormous transparent cylindrical tank dominating the scene, filled with transparent blue liquid and tiny bubbles, with no support, strongly conveying a weightless floating effect. Her long hair is fully spread out, freely swaying in the liquid with distinct strands. Her body is extremely tightly curled in a fetal position, forming a compact ball: legs fully bent, thighs pressed against abdomen, tops of knees against chest with tips near chin, shins parallel to body\u2019s midline, ankles touching hips; arms encircle shins from outside, hands clasped tightly behind calves near ankles, ten fingers interlocked securely, elbows pressed against body sides; head fully tilted forward, chin against sternum, cheeks pressed against inner knees, forehead directly touching knee tops, spine tightly rounded to ensure a compact, ball-like shape. Sand and corol on the bottom of the tank, salt water fish swim in the tank around her.  The scene is soft, mysterious, with strong melancholy and sci-fi aesthetic.",,Farrah.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,528252318102373
flux,flux1-dev.safetensors,t2i,NSFW,"farrah, thousands of ((fireflies) ) fill the air around her, in the foreground and background and cast their bright light on her naked body (((swirly bokeh) ) backlit foggy, godrays coming through the trees behind her, the sun is setting on a foggy morning fine art color photograph capturing a beautiful  , in a very sensual and sexy pose, her back is to the camera and she is looking back over her shoulder, She stands barefoot with her legs (((crossed) )) amidst a clearing in the forest that is full of colorful flowers Shes got a full sleeve of Japanese style tattoos. and a simple thin leather choker, Her gaze is directed straight at the viewer. The soft, diffused backlighting shines through her long wavy messy hair and highlights the contours of her figure and gives the image a dynamic and sexy quality, enhancing the texture of the image and adding depth. The image is shot with a Leica M10 and a Helios-44 58mm f/2 lens f2. 0 lens stopped down to F2. 8, with deep rich tones and lovely highlights, , with warm backlighting, allowing the viewer to focus on her sensual expression.",,Farrah.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,37514224620405
flux,flux1-dev.safetensors,t2i,NSFW,"farrah, The image is a photograph of a pretty young woman posing for a selfie on a dirt road. The woman is positioned centrally in the frame, with her body angled slightly to the left. She has long, ginger hair and is wearing a loose pair of light-wash denim overalls that are unbuttoned at the top, revealing her cleavage. She has striking blue eyes and big breasts. Her breast can be seen through the deep armpit. The woman's left arm is extended, holding the camera to take the selfie. Her right arm is relaxed by her side. The background of the image is a dirt road or path, with trees and foliage visible in the distance. The overall atmosphere of the image is one of casual, relaxed posing, with the woman appearing to be enjoying herself as she takes the selfie. The image has a natural, effortless quality to it, with the woman's pose and expression conveying a sense of confidence and comfort in her own skin.",,Farrah.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,751349747838452
flux,flux1-dev.safetensors,t2i,NSFW,"farrah, The image depicts a pretty young slim ginger woman standing amidst a lush green bush or shrubbery, with her face and body partially obscured by the foliage. The woman has long ginger hair and is naked. Her head is bowed, and her face is not visible due to the surrounding vegetation. The bush or shrubbery appears to be a type of herb, possibly rosemary or thyme, given its green color and slender stems. The leaves are small and delicate, with a soft, feathery texture. The stems are thin and wiry, with some of them extending upwards towards the top of the frame. In the background, there are other plants and trees visible, although they are out of focus. The overall atmosphere of the image suggests a serene and natural setting, possibly a garden or a forest. The woman's pose and the surrounding foliage create a sense of intimacy and seclusion, as if she is hiding or seeking refuge among the plants. The image is well-composed, with the woman's figure framed by the surrounding foliage. The use of a shallow depth of field draws attention to the woman and the plants in the foreground, while the background remains blurred and indistinct. Overall, the image presents a peaceful and contemplative scene, inviting the viewer to reflect on the beauty of nature and the human connection to it.
, She is 62  with pigtails, smiling, erotic girl , naked, wear only a winered leather harness black fishnet cut outs, with golden rings, leather stocking and overarm gloves, with jewely ornament, intricate details, she is a pin up in a luxurious ambiente, in different cinematic moviescenes, erotic make up, naughty and nasty look, sweat skin, string body version, extrem unzipped, realistic, sharp, high resolution, 8k, Photography",,Farrah.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,296204013946535
flux,flux1-dev.safetensors,t2i,NSFW,"Yana, naked, walking on the beach barefoot",,flux-lora-000006.safetensors@1,1,896,1152,30,euler,beta,978314140453768
flux,flux1-dev.safetensors,t2i,NSFW,"Yana, Inside a barn, with walls made of planks, which let the light through, a 25-year-old woman with pale, porcelain-colored skin, very long, platinum blonde hair, and bangs that fall around her face. She has a small nose and blue eyes. She is lying on her back, completely naked, on hay, her body is partially covered by hay. She is very swaying, she has one hand behind her head. She wears a little orange/corail string that covers her pussy. It is very hot, the light is warm, the colors are predominantly yellow, orange. Next to her is an orange/coral summer dress that she has visibly taken off. She is sweating, her skin is damp, covered with drops of sweat. The photograph is taken from above. Photo taken with a Hasselblad H6D-100C at f/11. The rule of thirds places the eyes at the upper intersection points. Spectacular beauty, unearthly quality, soft light, shallow depth of field, high detail, dynamic composition, cinematic shot, film grain, balanced shadows, harmonious colors, emotional depth, symbolic meaning, innovative props and costumes, timeless elegance, modern themes, iconic images, unforgettable moment, captivating beauty, striking impact, thought-provoking, artistic vision, masterful execution.",,flux-lora-000006.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,810521712166796
flux,flux1-dev.safetensors,t2i,NSFW,"Yana, The marble terrace glows under an indigo sky, lanterns casting liquid gold across the shimmering water. She stands at the poolâs edge, posture relaxed yet commanding, a sheer Gaultier-inspired gown clinging to her body, the fabric so translucent that the soft curve of her breast is visible, the shadow of her hip alive in the lanternlight. Her skin is luminous, kissed by the evening, collarbones and jawline sculpted by the interplay of warm and cool. The breeze teases the gown, revealing the gentle swell of her lower back, the toned line of her thigh, the barest suggestion of her vulva as she shifts her weight, never hiding, never forced. Her hair is a dark, wild mane, strands catching the gold, lips parted in a smile that is both invitation and dare. The air is thick with the scent of night-blooming jasmine and distant salt. Every detail-the arch of her foot, the shimmer of silk, the hush of the water-renders the moment as a living tableau. Captured in the bold, sculptural style of Helmut Newton, 85mm, f/2.0, ISO 200, full body, nothing cropped, every shadow and highlight alive and precise., RAW candid cinema, 16mm, color graded portra 400 film, remarkable color, ultra realistic, textured skin, remarkable detailed pupils, realistic dull skin noise, visible skin detail, skin fuzz, dry skin, shot with cinematic camera",,flux-lora-000006.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,450490822820684
flux,flux1-dev.safetensors,t2i,NSFW,"woman with long blonde pigtails and medium breasts looking at viewer with an open mouth nude having vaginal sex with a man in the cowgirl position with spread legs squatting from POV from below with male pubic hair penis, pussy. girl on top, she is adorned with a black choker and she is straddling outdoors. female pubic hair, realistic, cowgirl position, solo focus, upper teeth only, she is riding on top of him, translucent white cum dripping out of her pussy and down his penis, crotch focus,",,family\tammy_RD.safetensors@1.2; nude-mods\MysticXXX-v4.safetensors@0.8,2,896,1152,30,euler,beta,933054165446351
flux,flux1-dev.safetensors,t2i,NSFW,"woman, naked, naked naked",,Cherry.safetensors@1,1,896,1152,30,euler,beta,550089617976254
flux,flux1-dev.safetensors,t2i,NSFW,"woman, naked, naked naked, pussy, spread legs",,Cherry.safetensors@1,1,896,1152,30,euler,beta,492085549581116
flux,flux1-dev.safetensors,t2i,SFW,"woman, (brown:1.2) (messy:0. 9) (hair:1.1) is (flowing:1.1) in the (wind:1.1) She does a seductive pose on a snowy street full of people.  People are whispering to each other and pointing and lookup at her, sunny day UHD , best possible quality, God rays (volumetric:1.1) light She’s got a subtle smile and sexy pose wearing a trench coat and black choker Collar and a knitted scarf. The scene is shot with (Kodakportra800:1.1) (filmgrain:1.1) (Analogcamera:1.1) (85mm:1.1) (carlzeiss:1.1)",,Cherry.safetensors@1,1,896,1152,30,euler,beta,844471930315020
flux,flux1-dev.safetensors,t2i,NSFW,"woman, Inside a barn, with walls made of planks, which let the light through, a 25-year-old woman with pale, porcelain-colored skin, very long, platinum blonde hair, and bangs that fall around her face. She has a small nose and blue eyes. She is lying on her back, completely naked, on hay, her body is partially covered by hay. She is very swaying, she has one hand behind her head. She wears a little orange/corail string that covers her pussy. It is very hot, the light is warm, the colors are predominantly yellow, orange. Next to her is an orange/coral summer dress that she has visibly taken off. She is sweating, her skin is damp, covered with drops of sweat. The photograph is taken from above. Photo taken with a Hasselblad H6D-100C at f/11. The rule of thirds places the eyes at the upper intersection points. Spectacular beauty, unearthly quality, soft light, shallow depth of field, high detail, dynamic composition, cinematic shot, film grain, balanced shadows, harmonious colors, emotional depth, symbolic meaning, innovative props and costumes, timeless elegance, modern themes, iconic images, unforgettable moment, captivating beauty, striking impact, thought-provoking, artistic vision, masterful execution.",,Cherry.safetensors@1,1,896,1152,30,euler,beta,846094666953483
flux,flux1-dev.safetensors,t2i,NSFW,"woman, This image captures a figure standing against a backdrop of a clear blue sky,with the sun casting a warm glow on the scene. The individual is adorned in a striking,ornate costume that resembles a blend of human and floral elements., The costume is primarily in shades of peach and pink,with a translucent,fabric-like texture that catches the light,giving it a shimmering quality. It is embellished with intricate beadwork and sequins,creating a sparkling contrast against the soft fabric., The costume features a bodice with a fitted design,adorned with detailed patterns that seem to mimic the natural forms of petals and leaves. The sleeves are voluminous and ruffled,cascading down the arms in a fluid motion., Around the neck,the figure wears a choker-style accessory that complements the costume's aesthetic,with its simple yet elegant design., The figure's hair is styled in a modern,edgy manner,with vibrant pink tones that stand out against the natural tones of the costume., The overall effect is one of ethereal beauty,as the figure seems to embody a fusion of human elegance and natural grace,as if they have stepped out of a dream or a fantasy world., The setting appears to be outdoors,with the figure standing on what looks like a beach or a sandy terrain,with the calm sea visible in the distance,completing this picturesque scene.",,Cherry.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.6,2,896,1152,30,euler,beta,115375451849099
flux,flux1-dev.safetensors,t2i,NSFW,"woman, Full body, long messy hair, open shirt, no bra, tight jeans, leather belt, breasts exposed, nipples exposed and hosting a presentation. She is 55 the room has bright lighting. She has large boobs. Behind her is a blackboard A visually engaging flux-themed image featuring a blackboard in the background. The blackboard should have a slightly worn chalky texture, giving it an authentic classroom feel. On the blackboard, four different lines of text should appear in random locations, written in white chalk handwriting: 'I'm your teacher for the day', 'How to TITTY FUCK your woman', 'I'm your CUMSLUT today, Boys', and 'for nudes: pornhub.com/cherry/sucks '. The placement of each phrase should be scattered naturally, some slightly tilted, as if written casually by hand. The overall lighting should be warm and slightly moody, evoking a nostalgic classroom setting.",,Cherry.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.6,2,896,1152,30,euler,beta,401789790095278
flux,flux1-dev.safetensors,t2i,NSFW,"woman,  (brown:1.2) (messy:0. 9) (hair:1.1) is (flowing:1.1) in the (wind:1.1) is totally (naked:1.1) when she does a seductive pose on a snowy street full of people.  People are whispering to each other and pointing and lookup at her. looking at her, sunny day UHD , best possible quality, God rays (volumetric:1.1) light She’s got a subtle smile and sexy pose wearing a trench coat and BDSM Collar and a knitted scarf. The scene is shot with (Kodakportra800:1.1) (filmgrain:1.1) (Analogcamera:1.1) (85mm:1.1) (carlzeiss:1.1)",,Cherry.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.6,2,896,1152,30,euler,beta,838826361929262
flux,flux1-dev.safetensors,t2i,NSFW,"woman, saggy breasts, She is 66,  no bra, Slight Angle,  Satin Robe, Open Robe Showing breasts, tattoo’s on breast, Colorful Robe, Sitting On A Wooden Rocking Chair On Her Backyard Patio, Legs Crossed, Early Morning, Drinking Coffee, Bright Sunny Day, realistic, sharp, high resolution, 8k, Photography",,Cherry.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.6,2,896,1152,30,euler,beta,981819929133043
flux,flux1-dev.safetensors,t2i,NSFW,"woman, thousands of ((fireflies) ) fill the air around her, in the foreground and background and cast their bright light on her naked body (((swirly bokeh) ) backlit foggy, godrays coming through the trees behind her, the sun is setting on a foggy morning fine art color photograph capturing a beautiful  , in a very sensual and sexy pose, her back is to the camera and she is looking back over her shoulder, She stands barefoot with her legs (((crossed) )) amidst a clearing in the forest that is full of colorful flowers Shes got a full sleeve of Japanese style tattoos. and a simple thin leather choker, Her gaze is directed straight at the viewer. The soft, diffused backlighting shines through her long wavy messy hair and highlights the contours of her figure and gives the image a dynamic and sexy quality, enhancing the texture of the image and adding depth. The image is shot with a Leica M10 and a Helios-44 58mm f/2 lens f2. 0 lens stopped down to F2. 8, with deep rich tones and lovely highlights, , with warm backlighting, allowing the viewer to focus on her sensual expression.",,Cherry.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.6,2,896,1152,30,euler,beta,1027071344252382
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"totally naked, wearing a white sun shirt, open shirt, no bra, a rustic log cabin sits nestled among towering pines, its windows facing a shimmering lake. The cabin’s porch, lined with flower pots and a weathered rocking chair, overlooks the water's glassy surface reflecting the early morning light, ducks swimming nearby, leans against a porch railing, holding a steaming coffee cup. She gazes over the tranquil lake, lost in thought, as mist rises and soft sunlight spills across the water. realistic, sharp, high resolution, 8k, Photography",,shawna\shawna-000015.safetensors@1,1,1024,1024,15,euler,beta,178860632581290
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"totally naked, wearing a white sun shirt, open shirt, no bra, a rustic log cabin sits nestled among towering pines, its windows facing a shimmering lake. The cabin’s porch, lined with flower pots and a weathered rocking chair, overlooks the water's glassy surface reflecting the early morning light, ducks swimming nearby, leans against a porch railing, holding a steaming coffee cup. She gazes over the tranquil lake, lost in thought, as mist rises and soft sunlight spills across the water. realistic, sharp, high resolution, 8k, Photography",,shawna\shawna-000015.safetensors@1; nude-mods\MysticXXX-v4.safetensors@0.65,2,1024,1024,15,euler,beta,418067589084162
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"cumshot. photo of a woman wearing a a red v-shaped string microbikini, substantial amount of semen and cum on her face and body, the liquid cum is translucent white. droplets of semen all over her body",,shawna\shawna-000015.safetensors@1; cum\20250506-cumshots_3-3-dev.safetensors@0.8; nude-mods\MysticXXX-v4.safetensors@0.65,3,1024,1024,30,euler,beta,581193402379840
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"cumshot. The image is a high-resolution photograph of a woman, well-lit indoor setting. she is smiling invitingly and provocative. The lips are slightly open, and the skin tone is a warm, ponytail hair and fair skin. She is wearing a shiny tight pvc leopard print dress and huge cleavage and golden chain straps. bright sun and shadows, Thick Cum Load on face, cum shot",,shawna\shawna-000015.safetensors@1; cum\20250506-cumshots_3-3-dev.safetensors@0.8; nude-mods\MysticXXX-v4.safetensors@0.65,3,1024,1024,30,euler,beta,805822588787130
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"cumshot. woman with long red hair, blue eyes, and large natural saggy breasts. slight mischievous smile, lying back, legs spread, on a picnic table in a park. cumshot, cum on her breasts, semen and cum on her tits, cum on her vulva, the liquid cum is translucent white. droplets of semen on her chin, breasts and vulva",,shawna\shawna-000015.safetensors@1; cum\20250506-cumshots_3-3-dev.safetensors@0.8; nude-mods\MysticXXX-v4.safetensors@0.65,3,1024,1024,30,euler,beta,1109258700647221
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"cumshot. a mid 50s woman sitting on the floor in front of a pool, substantial amount of semen and cum on face and body, the liquid cum is translucent white. droplets of semen all over body. mutliple splats of cum on face",,shawna\shawna-000015.safetensors@1; cum\20250506-cumshots_3-3-dev.safetensors@0.8; nude-mods\MysticXXX-v4.safetensors@0.65,3,1024,1024,30,euler,beta,323195689528640
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"cumshot. a mid 50s woman sitting on the floor in front of a pool, substantial amount of semen and cum on face and body, the liquid cum is translucent white. droplets of semen all over body. mutliple splats of cum on face. large breasts, cum covered",,shawna\shawna-000015.safetensors@1; cum\20250506-cumshots_3-3-dev.safetensors@0.8; nude-mods\MysticXXX-v4.safetensors@0.65,3,1024,1024,30,euler,beta,323195689528640
flux,atomixFLUXUnet_v10.safetensors,t2i,NSFW,"laying on her back at the beach, with cum everywhere, in her hair on her face and body, long hair, cum, wet",,shawna\shawna-000015.safetensors@1; cum\Cum_Covered.safetensors@0.8; nude-mods\MysticXXX-v4.safetensors@0.7,3,1024,1024,30,euler,beta,1107080813565199
